Frequency (Hz)	Level (dB)
6319.995117	-79.738251
6325.378418	-79.990135
6330.761719	-80.609680
6336.145020	-80.254196
6341.528320	-79.083466
6346.911621	-80.547409
6352.294922	-81.003761
6357.678223	-79.446045
6363.061523	-77.366798
6368.444824	-76.544464
6373.828125	-77.828239
6379.211426	-80.442612
6384.594727	-79.747208
6389.978027	-78.950661
6395.361328	-78.169800
6400.744629	-76.556015
6406.127930	-77.205650
6411.511230	-76.048096
6416.894531	-73.998398
6422.277832	-76.425117
6427.661133	-75.966972
6433.044434	-76.651085
6438.427734	-77.366776
6443.811035	-77.916870
6449.194336	-79.595528
6454.577637	-79.923393
6459.960938	-80.252716
6465.344238	-80.465103
6470.727539	-80.312119
6476.110840	-79.824059
6481.494141	-81.204491
6486.877441	-83.304596
6492.260742	-83.759308
6497.644043	-82.931511
6503.027344	-81.285133
6508.410645	-81.049042
6513.793945	-81.317421
6519.177246	-82.546783
6524.560547	-80.432869
6529.943848	-81.457031
6535.327148	-83.216446
6540.710449	-81.774048
6546.093750	-80.069809
6551.477051	-81.357544
6556.860352	-80.696823
6562.243652	-79.602745
6567.626953	-78.487358
6573.010254	-78.712898
6578.393555	-76.648621
6583.776855	-78.853592
6589.160156	-76.363487
6594.543457	-77.188095
6599.926758	-74.620079
6605.310059	-66.388626
6610.693359	-59.932293
6616.076660	-59.642525
6621.459961	-63.455772
6626.843262	-58.509659
6632.226562	-55.904121
6637.609863	-55.821644
6642.993164	-54.828938
6648.376465	-55.161079
6653.759766	-53.170574
6659.143066	-55.176662
6664.526367	-66.000191
6669.909668	-75.308578
6675.292969	-77.846107
6680.676270	-77.351547
6686.059570	-77.726135
6691.442871	-78.460060
6696.826172	-80.460617
6702.209473	-80.015373
6707.592773	-78.721062
6712.976074	-76.906929
6718.359375	-78.969566
6723.742676	-77.673225
6729.125977	-78.812553
6734.509277	-80.091515
6739.892578	-78.606361
6745.275879	-77.449852
6750.659180	-78.240791
6756.042480	-80.429192
6761.425781	-78.994881
6766.809082	-77.781990
6772.192383	-75.736824
6777.575684	-75.447021
6782.958984	-78.573158
6788.342285	-80.956459
6793.725586	-77.195282
6799.108887	-75.438286
6804.492188	-76.694908
6809.875488	-75.573517
6815.258789	-77.608406
6820.642090	-78.302078
6826.025391	-78.185387
6831.408691	-78.612091
6836.791992	-80.554039
6842.175293	-80.120583
6847.558594	-79.933235
6852.941895	-78.863792
6858.325195	-77.665436
6863.708496	-75.340874
6869.091797	-74.279602
6874.475098	-74.226608
6879.858398	-74.643837
6885.241699	-76.619347
6890.625000	-79.204758
6896.008301	-79.647850
6901.391602	-78.267868
6906.774902	-78.095612
6912.158203	-78.808929
6917.541504	-79.188324
6922.924805	-78.454521
6928.308105	-79.282379
6933.691406	-78.869911
6939.074707	-79.822495
6944.458008	-79.425018
6949.841309	-79.963509
6955.224609	-80.985840
6960.607910	-80.898148
6965.991211	-79.692009
6971.374512	-80.802689
6976.757812	-80.497475
6982.141113	-79.244431
6987.524414	-79.536781
6992.907715	-82.084190
6998.291016	-81.814156
7003.674316	-80.580521
7009.057617	-80.195801
7014.440918	-80.717766
7019.824219	-77.659897
7025.207520	-77.646812
7030.590820	-77.931671
7035.974121	-76.057030
7041.357422	-71.921875
7046.740723	-64.724869
7052.124023	-58.947491
7057.507324	-57.726944
7062.890625	-63.944595
7068.273926	-60.074360
7073.657227	-58.918617
7079.040527	-57.925758
7084.423828	-53.705578
7089.807129	-51.667389
7095.190430	-50.521351
7100.573730	-49.712601
7105.957031	-56.977783
7111.340332	-69.961151
7116.723633	-74.190147
7122.106934	-76.409637
7127.490234	-78.897606
7132.873535	-79.704544
7138.256836	-77.566948
7143.640137	-79.090393
7149.023438	-80.602760
7154.406738	-80.157684
7159.790039	-80.413132
7165.173340	-81.570625
7170.556641	-79.998611
7175.939941	-81.064949
7181.323242	-82.953598
7186.706543	-79.840958
7192.089844	-80.202438
7197.473145	-83.506203
7202.856445	-80.371376
7208.239746	-79.710129
7213.623047	-82.584785
7219.006348	-83.165695
7224.389648	-83.035812
7229.772949	-82.620468
7235.156250	-82.537674
7240.539551	-81.347725
7245.922852	-82.735176
7251.306152	-83.107170
7256.689453	-82.821419
7262.072754	-84.356255
7267.456055	-84.672958
7272.839355	-82.617744
7278.222656	-83.475533
7283.605957	-83.398323
7288.989258	-82.937614
7294.372559	-83.160713
7299.755859	-81.700844
7305.139160	-83.215996
7310.522461	-84.117165
7315.905762	-82.591286
7321.289062	-79.984879
7326.672363	-80.879250
7332.055664	-83.857910
7337.438965	-83.893188
7342.822266	-83.218842
7348.205566	-84.554970
7353.588867	-83.790634
7358.972168	-83.854630
7364.355469	-85.965904
7369.738770	-84.526894
7375.122070	-83.857132
7380.505371	-84.797470
7385.888672	-83.739868
7391.271973	-82.702187
7396.655273	-84.733490
7402.038574	-83.860367
7407.421875	-83.073471
7412.805176	-82.683907
7418.188477	-84.045685
7423.571777	-84.716705
7428.955078	-85.184326
7434.338379	-86.496536
7439.721680	-86.578049
7445.104980	-86.187088
7450.488281	-85.094086
7455.871582	-87.368416
7461.254883	-81.967087
7466.638184	-81.934883
7472.021484	-83.686951
7477.404785	-82.742378
7482.788086	-78.406403
7488.171387	-71.054382
7493.554688	-66.087158
7498.937988	-66.285896
7504.321289	-68.407196
7509.704590	-65.149284
7515.087891	-62.224308
7520.471191	-62.061779
7525.854492	-61.573715
7531.237793	-59.973736
7536.621094	-60.617920
7542.004395	-59.235600
7547.387695	-61.920696
7552.770996	-71.368973
7558.154297	-80.224434
7563.537598	-81.251495
7568.920898	-82.630333
7574.304199	-83.118195
7579.687500	-84.175995
7585.070801	-87.329315
7590.454102	-85.795265
7595.837402	-84.630684
7601.220703	-88.438499
7606.604004	-87.450089
7611.987305	-87.644028
7617.370605	-87.053047
7622.753906	-85.533653
7628.137207	-84.436516
7633.520508	-83.957748
7638.903809	-85.712982
7644.287109	-85.756050
7649.670410	-84.323265
7655.053711	-84.586227
7660.437012	-85.662010
7665.820312	-87.354248
7671.203613	-88.882645
7676.586914	-90.283112
7681.970215	-90.803078
7687.353516	-89.057793
7692.736816	-86.328880
7698.120117	-87.007759
7703.503418	-89.401299
7708.886719	-91.813202
7714.270020	-91.343887
7719.653320	-91.876862
7725.036621	-93.533875
7730.419922	-90.136459
7735.803223	-91.970192
7741.186523	-92.451614
7746.569824	-88.376396
7751.953125	-88.671700
7757.336426	-90.325844
7762.719727	-91.915878
7768.103027	-91.822845
7773.486328	-93.100258
7778.869629	-94.085411
7784.252930	-94.428215
7789.636230	-95.780502
7795.019531	-97.530731
7800.402832	-95.522186
7805.786133	-94.693336
7811.169434	-95.329796
7816.552734	-96.042847
7821.936035	-95.953491
7827.319336	-95.323883
7832.702637	-95.734924
7838.085938	-95.625359
7843.469238	-95.279305
7848.852539	-93.632072
7854.235840	-93.948883
7859.619141	-95.500031
7865.002441	-92.531075
7870.385742	-91.362000
7875.769043	-92.324631
7881.152344	-92.147858
7886.535645	-92.868668
7891.918945	-92.544159
7897.302246	-91.231224
7902.685547	-88.512611
7908.068848	-88.261604
7913.452148	-89.687141
7918.835449	-87.032784
7924.218750	-82.364433
7929.602051	-75.364304
7934.985352	-69.947998
7940.368652	-69.175232
7945.751953	-75.635124
7951.135254	-71.261040
7956.518555	-69.122040
7961.901855	-68.337364
7967.285156	-68.378830
7972.668457	-65.557755
7978.051758	-68.507851
7983.435059	-69.033806
7988.818359	-68.826515
7994.201660	-77.636559
7999.584961	-87.020691
8004.968262	-89.579422
8010.351562	-93.060974
8015.734863	-93.622154
8021.118164	-91.184738
8026.501465	-90.807060
8031.884766	-93.112549
8037.268066	-94.290039
8042.651367	-95.260849
8048.034668	-93.431915
8053.417969	-94.043007
8058.801270	-93.143517
8064.184570	-93.399719
8069.567871	-91.818687
8074.951172	-92.734573
8080.334473	-96.867737
8085.717773	-94.036995
8091.101074	-92.685394
8096.484375	-96.287567
8101.867676	-98.180389
8107.250977	-97.987061
8112.634277	-99.018768
8118.017578	-97.490997
8123.400879	-97.117134
8128.784180	-97.579247
8134.167480	-95.845612
8139.550781	-94.713142
8144.934082	-93.735947
8150.317383	-96.438293
8155.700684	-93.773033
8161.083984	-95.180008
8166.467285	-97.141899
8171.850586	-95.183456
8177.233887	-96.544975
8182.617188	-95.575035
8188.000488	-93.346107
8193.383789	-92.312981
8198.767090	-93.946243
8204.150391	-93.920601
8209.533691	-92.272408
8214.916992	-93.403099
8220.300293	-97.443451
8225.683594	-96.039482
8231.066895	-95.775696
8236.450195	-95.637772
8241.833496	-97.306023
8247.216797	-97.563759
8252.600098	-96.414742
8257.983398	-94.351067
8263.366699	-95.366348
8268.750000	-96.592072
8274.133301	-98.396492
8279.516602	-98.881477
8284.899902	-97.295120
8290.283203	-95.429619
8295.666504	-94.929779
8301.049805	-98.872093
8306.433105	-96.804100
8311.816406	-98.317329
8317.199707	-98.080254
8322.583008	-95.688972
8327.966309	-93.753456
8333.349609	-95.962448
8338.732910	-98.335594
8344.116211	-95.715439
8349.499512	-94.683212
8354.882812	-95.342232
8360.266113	-91.156189
8365.649414	-85.417488
8371.032715	-80.003853
8376.416016	-76.231201
8381.799316	-77.806801
8387.182617	-80.542854
8392.565918	-76.687103
8397.949219	-75.575272
8403.332520	-73.450424
8408.715820	-73.796227
8414.099121	-71.410629
8419.482422	-72.213707
8424.865723	-76.323257
8430.249023	-73.143547
8435.632324	-77.415001
8441.015625	-87.071327
8446.398926	-92.770302
8451.782227	-95.424561
8457.165527	-95.191330
8462.548828	-95.280144
8467.932129	-95.722527
8473.315430	-96.392464
8478.698730	-95.750877
8484.082031	-98.080200
8489.465332	-98.959457
8494.848633	-97.811691
8500.231934	-95.576637
8505.615234	-93.935242
8510.998535	-91.980339
8516.381836	-90.565704
8521.765137	-92.923279
8527.148438	-93.575211
8532.531738	-92.497200
8537.915039	-95.162209
8543.298340	-95.588051
8548.681641	-94.723610
8554.064941	-94.762009
8559.448242	-95.171959
8564.831543	-98.218971
8570.214844	-94.722000
8575.598145	-93.687431
8580.981445	-93.671814
8586.364746	-93.684525
8591.748047	-95.871559
8597.131348	-96.339973
8602.514648	-94.237022
8607.897949	-96.243980
8613.281250	-93.279999
8618.664551	-94.021919
8624.047852	-93.209015
8629.431152	-92.615494
8634.814453	-89.657509
8640.197754	-91.775368
8645.581055	-93.862175
8650.964355	-90.621857
8656.347656	-91.807915
8661.730957	-93.120407
8667.114258	-93.088013
8672.497559	-91.693237
8677.880859	-94.131401
8683.264160	-94.629440
8688.647461	-94.442245
8694.030762	-90.866058
8699.414062	-91.345497
8704.797363	-93.645699
8710.180664	-96.515907
8715.563965	-95.329491
8720.947266	-93.775902
8726.330566	-94.733139
8731.713867	-92.562019
8737.097168	-92.277412
8742.480469	-96.787552
8747.863770	-97.518150
8753.247070	-97.757629
8758.630371	-96.128288
8764.013672	-94.203148
8769.396973	-93.669502
8774.780273	-95.990814
8780.163574	-95.547386
8785.546875	-95.585030
8790.930176	-92.699440
8796.313477	-90.782539
8801.696777	-86.895348
8807.080078	-83.469276
8812.463379	-78.209038
8817.846680	-74.830116
8823.229980	-76.779922
8828.613281	-80.126839
8833.996582	-75.519318
8839.379883	-74.153847
8844.763184	-72.672081
8850.146484	-72.844025
8855.529785	-71.637108
8860.913086	-70.605598
8866.296387	-76.545479
8871.679688	-74.676315
8877.062988	-75.081856
8882.446289	-83.530029
8887.829590	-92.568092
8893.212891	-95.981720
8898.596191	-93.490364
8903.979492	-94.608238
8909.362793	-95.670906
8914.746094	-96.014503
8920.129395	-96.888977
8925.512695	-97.800400
8930.895996	-93.675026
8936.279297	-94.003548
8941.662598	-95.655785
8947.045898	-93.775146
8952.429199	-90.002022
8957.812500	-88.827850
8963.195801	-92.280045
8968.579102	-92.922722
8973.962402	-89.492538
8979.345703	-92.993019
8984.729004	-93.878563
8990.112305	-93.081360
8995.495605	-94.202759
9000.878906	-93.777771
9006.262207	-95.194572
9011.645508	-94.293655
9017.028809	-92.057480
9022.412109	-92.125343
9027.795410	-91.961304
9033.178711	-95.608971
9038.562012	-94.716377
9043.945312	-94.516983
9049.328613	-95.492630
9054.711914	-94.901283
9060.095215	-99.020393
9065.478516	-96.679214
9070.861816	-95.628906
9076.245117	-92.091652
9081.628418	-93.580017
9087.011719	-97.840309
9092.395020	-99.616982
9097.778320	-98.441826
9103.161621	-99.186226
9108.544922	-101.842751
9113.928223	-99.849571
9119.311523	-98.426140
9124.694824	-101.264328
9130.078125	-101.829857
9135.461426	-98.881744
9140.844727	-97.255241
9146.228027	-99.039574
9151.611328	-100.637009
9156.994629	-98.805977
9162.377930	-99.050835
9167.761230	-100.782883
9173.144531	-99.819366
9178.527832	-97.465675
9183.911133	-99.589661
9189.294434	-99.397934
9194.677734	-99.742256
9200.061035	-99.616333
9205.444336	-98.696625
9210.827637	-98.112961
9216.210938	-100.441505
9221.594238	-100.110123
9226.977539	-98.619492
9232.360840	-97.379295
9237.744141	-94.787163
9243.127441	-90.124786
9248.510742	-85.552361
9253.894043	-81.535011
9259.277344	-80.160675
9264.660645	-85.683563
9270.043945	-81.467361
9275.427246	-79.127747
9280.810547	-78.201523
9286.193848	-76.805634
9291.577148	-76.667244
9296.960449	-78.846764
9302.343750	-75.605766
9307.727051	-79.065186
9313.110352	-80.612144
9318.493652	-77.694679
9323.876953	-82.003532
9329.260254	-92.076546
9334.643555	-97.702507
9340.026855	-98.809013
9345.410156	-99.905396
9350.793457	-100.111778
9356.176758	-100.611519
9361.560059	-101.396881
9366.943359	-99.283920
9372.326660	-98.727081
9377.709961	-98.662506
9383.093262	-100.190384
9388.476562	-99.572639
9393.859863	-99.124458
9399.243164	-97.951843
9404.626465	-98.130409
9410.009766	-99.240295
9415.393066	-98.823456
9420.776367	-101.257584
9426.159668	-103.621658
9431.542969	-101.769875
9436.926270	-102.900703
9442.309570	-106.346741
9447.692871	-105.945915
9453.076172	-104.611877
9458.459473	-105.845406
9463.842773	-102.811920
9469.226074	-101.490112
9474.609375	-100.565399
9479.992676	-100.518204
9485.375977	-101.822746
9490.759277	-101.743416
9496.142578	-102.623375
9501.525879	-102.027786
9506.909180	-99.217354
9512.292480	-100.770004
9517.675781	-100.716324
9523.059082	-98.504784
9528.442383	-98.823738
9533.825684	-98.182076
9539.208984	-97.632698
9544.592285	-98.472000
9549.975586	-100.239494
9555.358887	-99.109573
9560.742188	-99.505486
9566.125488	-99.829819
9571.508789	-100.444443
9576.892090	-100.791771
9582.275391	-100.213066
9587.658691	-100.641975
9593.041992	-100.706734
9598.425293	-99.953255
9603.808594	-99.453239
9609.191895	-100.007416
9614.575195	-100.992012
9619.958496	-98.609795
9625.341797	-98.586143
9630.725098	-101.888237
9636.108398	-102.006874
9641.491699	-101.347595
9646.875000	-101.870651
9652.258301	-101.135231
9657.641602	-100.527786
9663.024902	-98.365089
9668.408203	-99.203262
9673.791504	-100.393158
9679.174805	-99.322212
9684.558105	-94.115280
9689.941406	-88.474426
9695.324707	-84.057083
9700.708008	-83.091354
9706.091309	-89.294678
9711.474609	-89.432564
9716.857910	-86.777359
9722.241211	-86.277374
9727.624512	-83.180923
9733.007812	-80.840942
9738.391113	-81.742355
9743.774414	-75.787338
9749.157715	-77.760231
9754.541016	-82.226280
9759.924316	-78.861748
9765.307617	-80.612312
9770.690918	-89.365456
9776.074219	-96.968071
9781.457520	-99.971024
9786.840820	-99.309677
9792.224121	-97.997772
9797.607422	-98.546623
9802.990723	-100.054680
9808.374023	-100.247757
9813.757324	-96.607849
9819.140625	-96.540184
9824.523926	-99.884171
9829.907227	-99.047653
9835.290527	-95.542702
9840.673828	-93.207916
9846.057129	-94.236664
9851.440430	-97.147865
9856.823730	-95.399490
9862.207031	-95.743340
9867.590332	-98.156204
9872.973633	-98.523064
9878.356934	-97.650444
9883.740234	-96.343063
9889.123535	-95.906441
9894.506836	-95.245918
9899.890137	-94.774467
9905.273438	-95.950005
9910.656738	-95.231987
9916.040039	-96.609390
9921.423340	-100.203110
9926.806641	-99.651016
9932.189941	-98.200508
9937.573242	-98.917015
9942.956543	-98.185417
9948.339844	-98.503647
9953.723145	-100.313278
9959.106445	-95.280640
9964.489746	-95.539551
9969.873047	-97.577332
9975.256348	-98.184563
9980.639648	-94.875031
9986.022949	-93.767319
9991.406250	-97.221466
9996.789551	-97.505104
10002.172852	-97.633835
10007.556152	-98.991417
10012.939453	-101.111572
10018.322754	-99.071724
10023.706055	-96.817467
10029.089355	-97.679672
10034.472656	-99.200584
10039.855957	-99.927612
10045.239258	-101.206474
10050.622559	-102.393997
10056.005859	-101.188255
10061.389160	-98.695534
10066.772461	-99.599205
10072.155762	-99.794197
10077.539062	-99.207321
10082.922363	-99.421486
10088.305664	-101.739120
10093.688965	-101.939423
10099.072266	-100.827583
10104.455566	-100.894272
10109.838867	-98.367264
10115.222168	-98.458504
10120.605469	-98.491997
10125.988770	-92.245071
10131.372070	-85.203026
10136.755371	-79.797432
10142.138672	-79.088127
10147.521973	-87.171982
10152.905273	-82.366928
10158.288574	-80.219948
10163.671875	-79.238960
10169.055176	-78.209145
10174.438477	-77.435463
10179.821777	-79.580048
10185.205078	-74.721832
10190.588379	-75.130310
10195.971680	-81.192932
10201.354980	-80.557747
10206.738281	-79.130768
10212.121582	-85.411224
10217.504883	-92.491951
10222.888184	-97.992775
10228.271484	-98.356010
10233.654785	-99.416924
10239.038086	-98.279022
10244.421387	-100.876740
10249.804688	-104.403877
10255.187988	-98.523827
10260.571289	-97.645653
10265.954590	-100.196800
10271.337891	-98.089081
10276.721191	-95.962357
10282.104492	-94.857132
10287.487793	-95.056732
10292.871094	-96.158142
10298.254395	-95.406433
10303.637695	-95.615746
10309.020996	-97.364052
10314.404297	-99.263367
10319.787598	-100.119316
10325.170898	-99.348938
10330.554199	-98.059204
10335.937500	-96.740784
10341.320801	-98.435371
10346.704102	-99.804665
10352.087402	-97.075996
10357.470703	-96.790543
10362.854004	-99.121933
10368.237305	-98.185631
10373.620605	-99.978722
10379.003906	-100.888863
10384.387207	-99.235764
10389.770508	-95.762459
10395.153809	-97.794289
10400.537109	-99.292732
10405.920410	-100.285400
10411.303711	-97.314186
10416.687012	-97.756378
10422.070312	-99.237816
10427.453613	-99.998711
10432.836914	-101.606911
10438.220215	-100.237328
10443.603516	-102.251007
10448.986816	-105.775673
10454.370117	-104.904373
10459.753418	-104.009689
10465.136719	-104.585739
10470.520020	-106.261116
10475.903320	-106.139603
10481.286621	-104.703651
10486.669922	-102.786491
10492.053223	-104.509315
10497.436523	-104.644043
10502.819824	-103.338577
10508.203125	-100.761345
10513.586426	-101.929253
10518.969727	-104.889572
10524.353027	-103.413101
10529.736328	-103.718056
10535.119629	-98.959557
10540.502930	-99.370766
10545.886230	-99.904228
10551.269531	-101.737038
10556.652832	-103.621613
10562.036133	-98.705582
10567.419434	-92.458923
10572.802734	-86.135925
10578.186035	-79.998833
10583.569336	-79.078346
10588.952637	-88.157410
10594.335938	-85.562935
10599.719238	-86.170868
10605.102539	-87.790550
10610.485840	-82.399010
10615.869141	-79.825699
10621.252441	-81.261337
10626.635742	-78.420952
10632.019043	-75.476746
10637.402344	-80.762924
10642.785645	-83.571243
10648.168945	-79.898537
10653.552246	-82.329475
10658.935547	-89.672920
10664.318848	-95.941795
10669.702148	-98.188362
10675.085449	-98.831207
10680.468750	-100.577080
10685.852051	-101.077431
10691.235352	-100.500305
10696.618652	-100.043182
10702.001953	-99.343513
10707.385254	-99.614220
10712.768555	-99.535324
10718.151855	-98.040054
10723.535156	-94.810608
10728.918457	-95.388504
10734.301758	-98.039314
10739.685059	-98.940689
10745.068359	-99.819893
10750.451660	-100.334915
10755.834961	-99.265785
10761.218262	-98.953094
10766.601562	-99.041420
10771.984863	-100.252907
10777.368164	-99.120811
10782.751465	-97.877716
10788.134766	-98.077950
10793.518066	-98.849663
10798.901367	-98.060730
10804.284668	-100.719040
10809.667969	-100.561203
10815.051270	-99.756775
10820.434570	-100.506088
10825.817871	-99.646782
10831.201172	-99.183022
10836.584473	-99.183990
10841.967773	-99.352249
10847.351074	-99.148476
10852.734375	-96.898537
10858.117676	-98.561699
10863.500977	-98.666962
10868.884277	-97.771370
10874.267578	-98.204147
10879.650879	-100.174263
10885.034180	-101.423851
10890.417480	-101.693085
10895.800781	-101.635788
10901.184082	-101.896408
10906.567383	-100.000145
10911.950684	-99.444328
10917.333984	-100.431335
10922.717285	-101.534088
10928.100586	-101.413055
10933.483887	-102.633049
10938.867188	-102.917801
10944.250488	-101.978767
10949.633789	-100.297157
10955.017090	-101.399345
10960.400391	-101.760139
10965.783691	-100.536415
10971.166992	-98.462936
10976.550293	-99.467644
10981.933594	-100.656128
10987.316895	-99.486977
10992.700195	-98.934967
10998.083496	-96.264824
11003.466797	-91.620659
11008.850098	-87.838669
11014.233398	-83.603783
11019.616699	-80.352585
11025.000000	-80.384689
11030.383301	-88.340164
11035.766602	-85.050262
11041.149902	-84.231483
11046.533203	-85.125244
11051.916504	-83.691734
11057.299805	-81.495239
11062.683105	-81.014763
11068.066406	-81.335136
11073.449707	-76.427856
11078.833008	-79.656364
11084.216309	-83.629799
11089.599609	-80.299706
11094.982910	-79.029999
11100.366211	-85.189018
11105.749512	-94.736694
11111.132812	-100.451721
11116.516113	-100.583344
11121.899414	-101.362907
11127.282715	-104.563087
11132.666016	-105.242928
11138.049316	-107.361450
11143.432617	-105.681984
11148.815918	-106.389343
11154.199219	-105.435776
11159.582520	-104.369141
11164.965820	-104.452728
11170.349121	-103.132462
11175.732422	-105.217400
11181.115723	-108.667656
11186.499023	-107.671387
11191.882324	-107.288185
11197.265625	-106.472527
11202.648926	-105.344101
11208.032227	-107.074730
11213.415527	-107.377289
11218.798828	-105.099777
11224.182129	-104.899612
11229.565430	-104.630661
11234.948730	-104.551369
11240.332031	-101.546021
11245.715332	-104.607262
11251.098633	-104.796242
11256.481934	-101.175751
11261.865234	-104.048775
11267.248535	-105.201431
11272.631836	-101.749527
11278.015137	-101.351578
11283.398438	-100.176956
11288.781738	-99.604088
11294.165039	-98.863518
11299.548340	-99.061073
11304.931641	-98.175194
11310.314941	-97.807503
11315.698242	-97.097610
11321.081543	-99.004097
11326.464844	-99.816391
11331.848145	-100.397110
11337.231445	-99.738365
11342.614746	-100.630409
11347.998047	-102.387321
11353.381348	-101.749161
11358.764648	-101.995560
11364.147949	-102.679367
11369.531250	-101.340729
11374.914551	-103.797195
11380.297852	-106.582527
11385.681152	-106.345398
11391.064453	-104.949295
11396.447754	-104.797005
11401.831055	-106.374893
11407.214355	-105.364815
11412.597656	-105.028000
11417.980957	-104.549515
11423.364258	-106.084114
11428.747559	-102.493172
11434.130859	-100.270256
11439.514160	-97.851746
11444.897461	-92.849129
11450.280762	-89.280212
11455.664062	-86.337021
11461.047363	-83.615372
11466.430664	-83.871422
11471.813965	-95.350037
11477.197266	-86.887039
11482.580566	-89.191841
11487.963867	-89.273537
11493.347168	-89.181801
11498.730469	-86.989594
11504.113770	-86.179459
11509.497070	-88.830757
11514.880371	-83.301491
11520.263672	-84.379318
11525.646973	-86.665726
11531.030273	-84.754646
11536.413574	-81.022263
11541.796875	-85.224625
11547.180176	-93.979622
11552.563477	-100.918549
11557.946777	-104.498421
11563.330078	-106.004379
11568.713379	-107.561195
11574.096680	-106.349915
11579.479980	-108.253136
11584.863281	-108.867256
11590.246582	-109.042793
11595.629883	-107.318192
11601.013184	-105.626556
11606.396484	-103.452515
11611.779785	-102.770645
11617.163086	-103.997124
11622.546387	-106.601524
11627.929688	-106.098045
11633.312988	-103.415520
11638.696289	-100.353394
11644.079590	-99.806755
11649.462891	-102.661385
11654.846191	-103.521988
11660.229492	-101.565079
11665.612793	-103.184456
11670.996094	-107.803276
11676.379395	-107.516541
11681.762695	-104.928413
11687.145996	-105.919495
11692.529297	-105.035950
11697.912598	-103.942558
11703.295898	-105.482460
11708.679199	-105.622528
11714.062500	-104.943420
11719.445801	-102.445221
11724.829102	-103.307602
11730.212402	-104.964287
11735.595703	-104.451813
11740.979004	-103.747215
11746.362305	-102.499268
11751.745605	-102.330414
11757.128906	-102.972588
11762.512207	-102.621559
11767.895508	-101.579315
11773.278809	-100.786743
11778.662109	-102.024963
11784.045410	-103.901695
11789.428711	-103.096573
11794.812012	-102.316940
11800.195312	-103.335167
11805.578613	-105.151329
11810.961914	-106.452042
11816.345215	-103.948112
11821.728516	-102.770020
11827.111816	-104.357521
11832.495117	-103.458229
11837.878418	-103.014870
11843.261719	-104.429527
11848.645020	-105.008308
11854.028320	-101.641357
11859.411621	-101.918289
11864.794922	-104.098091
11870.178223	-102.361626
11875.561523	-101.872383
11880.944824	-101.894997
11886.328125	-94.802666
11891.711426	-89.438942
11897.094727	-85.185623
11902.478027	-82.478241
11907.861328	-84.261993
11913.244629	-97.162209
11918.627930	-90.308884
11924.011230	-94.375320
11929.394531	-91.934082
11934.777832	-92.117165
11940.161133	-90.347069
11945.544434	-88.802483
11950.927734	-90.448433
11956.311035	-83.874016
11961.694336	-82.917458
11967.077637	-87.214249
11972.460938	-87.556114
11977.844238	-82.762238
11983.227539	-82.841263
11988.610840	-89.234818
11993.994141	-97.469650
11999.377441	-101.561737
12004.760742	-100.739761
12010.144043	-100.343719
12015.527344	-100.500916
12020.910645	-101.991943
12026.293945	-101.951332
12031.677246	-101.347160
12037.060547	-101.444908
12042.443848	-102.153450
12047.827148	-101.361427
12053.210449	-100.202423
12058.593750	-100.333565
12063.977051	-101.372658
12069.360352	-99.336823
12074.743652	-101.491310
12080.126953	-102.296516
12085.510254	-101.458244
12090.893555	-103.006447
12096.276855	-101.956680
12101.660156	-101.866898
12107.043457	-102.710899
12112.426758	-102.566376
12117.810059	-102.655945
12123.193359	-102.959435
12128.576660	-104.542152
12133.959961	-103.966248
12139.343262	-102.849442
12144.726562	-102.483238
12150.109863	-100.963058
12155.493164	-101.381927
12160.876465	-100.941063
12166.259766	-103.018608
12171.643066	-102.359085
12177.026367	-102.387733
12182.409668	-103.419495
12187.792969	-101.051140
12193.176270	-100.569466
12198.559570	-101.685066
12203.942871	-101.458214
12209.326172	-102.480011
12214.709473	-103.495140
12220.092773	-103.809456
12225.476074	-104.879936
12230.859375	-105.819977
12236.242676	-105.326630
12241.625977	-104.847755
12247.009277	-106.016731
12252.392578	-105.170815
12257.775879	-104.769943
12263.159180	-105.220512
12268.542480	-105.031815
12273.925781	-104.668411
12279.309082	-104.525703
12284.692383	-105.116745
12290.075684	-105.921677
12295.458984	-104.817673
12300.842285	-105.290276
12306.225586	-103.667694
12311.608887	-105.227699
12316.992188	-105.035820
12322.375488	-107.265488
12327.758789	-102.812210
12333.142090	-97.465179
12338.525391	-92.827095
12343.908691	-91.062607
12349.291992	-95.697304
12354.675293	-100.897736
12360.058594	-96.844131
12365.441895	-102.215256
12370.825195	-100.328140
12376.208496	-98.575142
12381.591797	-98.619949
12386.975098	-95.753960
12392.358398	-97.942894
12397.741699	-98.565720
12403.125000	-95.314621
12408.508301	-93.191399
12413.891602	-91.438614
12419.274902	-90.065231
12424.658203	-89.339737
12430.041504	-91.800461
12435.424805	-98.403130
12440.808105	-103.542107
12446.191406	-105.304779
12451.574707	-105.218735
12456.958008	-104.802551
12462.341309	-104.854248
12467.724609	-105.559868
12473.107910	-106.059700
12478.491211	-106.198647
12483.874512	-105.056778
12489.257812	-104.915764
12494.641113	-104.320923
12500.024414	-105.016014
12505.407715	-106.674797
12510.791016	-106.201416
12516.174316	-105.701859
12521.557617	-104.216019
12526.940918	-102.326012
12532.324219	-103.161423
12537.707520	-105.318520
12543.090820	-104.753830
12548.474121	-103.568268
12553.857422	-106.021141
12559.240723	-105.188972
12564.624023	-104.183121
12570.007324	-104.004181
12575.390625	-105.744370
12580.773926	-106.940872
12586.157227	-106.365425
