Frequency (Hz)	Level (dB)
19593.750000	-102.024063
19640.625000	-100.534561
19687.500000	-99.729668
19734.375000	-99.562767
19781.250000	-99.872246
19828.125000	-100.139046
19875.000000	-99.084846
19921.875000	-97.559578
19968.750000	-96.148453
20015.625000	-98.900146
20062.500000	-101.475098
20109.375000	-101.529129
20156.250000	-101.071762
20203.125000	-101.885544
20250.000000	-102.034851
20296.875000	-102.781204
20343.750000	-102.451324
20390.625000	-101.052353
20437.500000	-95.669624
20484.375000	-92.876884
20531.250000	-95.240372
20578.125000	-100.844627
20625.000000	-102.658226
20671.875000	-102.524956
20718.750000	-101.482155
20765.625000	-101.702454
20812.500000	-102.852501
20859.375000	-102.926865
20906.250000	-101.014503
20953.125000	-97.424606
21000.000000	-94.366043
21046.875000	-94.425400
21093.750000	-97.036896
21140.625000	-98.165276
21187.500000	-99.583672
21234.375000	-99.817268
21281.250000	-100.388687
21328.125000	-99.368286
21375.000000	-98.937378
21421.875000	-99.955368
21468.750000	-100.382271
21515.625000	-99.950378
21562.500000	-101.603600
21609.375000	-101.948357
21656.250000	-102.496864
21703.125000	-102.658730
21750.000000	-102.495255
21796.875000	-103.190414
21843.750000	-103.847641
21890.625000	-102.846916
21937.500000	-103.368668
21984.375000	-103.041153
22031.250000	-100.141594
22078.125000	-98.627350
22125.000000	-101.063614
22171.875000	-103.809937
22218.750000	-104.226036
22265.625000	-104.150085
22312.500000	-104.242691
22359.375000	-104.161301
22406.250000	-103.823441
22453.125000	-103.841331
22500.000000	-103.295326
22546.875000	-101.475945
22593.750000	-100.383705
22640.625000	-102.431259
22687.500000	-103.489357
22734.375000	-103.948685
22781.250000	-104.105972
22828.125000	-104.593773
22875.000000	-105.697968
22921.875000	-105.991928
22968.750000	-106.188736
23015.625000	-106.981712
23062.500000	-105.668823
23109.375000	-103.440506
23156.250000	-104.600883
23203.125000	-107.276642
23250.000000	-108.197517
23296.875000	-108.151863
23343.750000	-109.122871
23390.625000	-109.951508
23437.500000	-109.994926
23484.375000	-109.688553
23531.250000	-109.768028
23578.125000	-107.765167
23625.000000	-104.673912
23671.875000	-104.544662
23718.750000	-108.647293
23765.625000	-109.727211
23812.500000	-106.880051
23859.375000	-107.577095
23906.250000	-109.959404
23953.125000	-111.411003
